,RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,playoffs_y_n,W_%
7,8,Philadelphia 76ers,1989,82,46,36,East,241.2,42.7,87.8,0.486,2.5,7.9,0.316,40.2,79.9,0.503,24.0,30.5,0.787,13.9,28.7,25.7,8.4,4.3,14.8,21.0,111.9,-0.0728196667252279,0.03557546866363743,-0.026595276511072248,0.08263357214353971,0.0927343353503992,0.10317769547150757,-0.008832680513165526,0.00883268051316548,-0.05386984369780597,0.08263357214353971,0.16355433273339037,0.13731525656782237,0.08263357214353971,-0.05386984369780597,-0.08263357214353971,0.04465724566425943,-0.1373152565678224,-0.19448049527757605,-0.8790109904261714,-0.23381190740207633,0.0927343353503992,1,0.5609756097560976
8,9,Atlanta Hawks,1989,82,52,30,East,241.5,41.6,88.2,0.47200000000000003,1.3,4.8,0.27699999999999997,40.3,83.3,0.483,26.4,33.0,0.8,16.7,28.2,24.3,10.0,5.8,16.0,22.9,111.0,0.024898641394958388,-0.05921064731931607,0.016561054932194466,-0.05043323838636236,-0.12855528424062515,-0.10675612057962856,-0.1531204489498353,0.03330594575110796,0.05921064731931603,-0.05921064731931607,0.8229348329636118,0.274082405288047,0.21889596950991824,0.21889596950991902,-0.10675612057962856,-0.1531204489498353,0.11737717755473505,0.09659551531392274,-0.10675612057962856,-0.10675612057962856,0.06817416497012163,1,0.6341463414634146
9,10,Boston Celtics,1989,82,42,40,East,241.2,42.9,87.1,0.493,1.0,3.8,0.252,42.0,83.3,0.504,22.4,28.6,0.7829999999999999,14.4,29.8,26.7,7.8,5.1,16.3,22.9,109.2,-0.15344239464787618,0.13326783712434997,-0.17412182392782138,0.28934466109215,-0.4098007344677647,-0.34463448678422115,-0.4098007344677647,0.2402803876253544,0.13326783712434997,0.2402803876253544,0.15344239464787612,-0.07496306077679223,0.07496306077679353,0.037274646896000185,0.037274646896000185,0.15344239464787687,-0.34463448678422115,-0.05604039537258081,-0.05604039537258081,-0.2402803876253544,0.11351216214004554,1,0.5121951219512195
10,11,Milwaukee Bucks,1989,82,49,33,East,240.9,41.5,87.4,0.474,2.2,6.9,0.316,39.3,80.5,0.488,23.8,29.0,0.821,13.8,27.7,25.3,10.0,3.9,15.9,23.8,108.9,-0.2110733780843901,-0.0920219268706796,-0.05345600201439412,-0.017553657352593694,0.017553657352593673,0.026390964910246235,-0.00876482564072311,-0.11315464918264477,-0.035302168968867335,0.026390964910246235,0.13626036624263568,0.035302168968867294,0.872258207010428,-0.0920219268706796,-0.13626036624263527,-0.017553657352593063,0.12441228920779561,-0.29050979231089186,-0.13626036624263527,0.017553657352593673,0.035302168968867294,1,0.5975609756097561
11,12,Cleveland Cavaliers,1989,82,57,25,East,240.9,42.3,84.2,0.502,2.1,5.8,0.359,40.2,78.4,0.513,22.2,29.7,0.747,12.6,30.2,27.6,9.6,7.1,16.1,19.4,108.8,-0.14862104371198642,0.006171491386076311,-0.16336696095179506,0.6141746831777405,-0.006171491386076344,-0.03763945450701464,0.16336696095179512,0.006171491386076311,-0.13588566908725105,0.1812188541899365,0.018582413306329107,0.07967448199774677,-0.07967448199774677,-0.20455383304916283,0.050879905059606004,0.1142772178972242,0.03763945450701464,0.20455383304916278,-0.05773698911949046,-0.6141746831661825,0.012359885933421712,1,0.6951219512195121
12,13,Houston Rockets,1989,82,45,37,West,242.1,41.6,87.8,0.474,2.0,6.4,0.314,39.6,81.4,0.48700000000000004,23.3,30.8,0.755,14.8,31.1,24.6,9.6,6.1,19.1,24.7,108.5,0.36344855911545826,-0.14054311230206296,-0.05909971790831706,-0.03930952132010788,-0.09923681824557734,-0.0393095213201075,-0.0790553977358283,-0.20607317458580202,0.0,-0.019627881157206508,0.25339762564393825,0.4321723222087732,-0.16181902676766424,0.1618190267676643,0.36344855911545826,-0.20607317458580202,0.11970894775168131,0.36344855911545826,0.36344855911545826,0.1618190267676642,0.0,1,0.5487804878048781
13,14,Washington Bullets,1989,82,40,42,East,242.1,42.9,92.6,0.46399999999999997,0.6,3.0,0.214,42.3,89.6,0.47200000000000003,21.8,28.3,0.772,15.3,28.7,25.0,8.5,4.0,15.7,25.0,108.3,0.11646457209704608,0.045036066383873204,0.11646457209704608,-0.11646457209704611,-0.6259304608913283,-0.208469151378072,-0.6259304608913283,0.10680053867296,0.18468752300331068,-0.1384866257297283,-0.025332754356415407,-0.03835990273291534,0.012596463694967358,0.06603472072423607,-0.05884211967796423,-0.025332754356415407,-0.07347127986292243,-0.1664939307426717,-0.11646457209704611,0.0892779694131502,-0.012596463694966482,0,0.4878048780487805
14,15,Indiana Pacers,1989,82,28,54,East,242.1,41.3,84.7,0.48700000000000004,2.5,7.5,0.32799999999999996,38.8,77.2,0.503,21.9,27.7,0.789,13.0,30.5,24.5,6.9,5.1,18.9,25.7,106.9,0.25364191330089547,-0.21295005652977939,-0.2536419133008956,0.1768400423725849,0.14381345852392777,0.08354196429026912,0.06925496282324065,-0.21295005652977939,-0.36259815655673644,0.12814908043763518,0.0,-0.14381345852392785,0.19443367686699792,-0.2536419133008956,0.14381345852392777,-0.194433676866998,-0.4540137268154641,-0.0412442563049115,0.21295005652977933,0.36259815655673777,-0.05517084009709567,0,0.34146341463414637
15,16,Detroit Pistons,1989,82,63,19,East,241.8,41.4,83.9,0.494,1.5,4.9,0.3,39.9,79.0,0.505,22.3,29.0,0.769,14.1,31.0,24.7,6.4,5.0,16.3,23.6,106.6,0.08208483455485593,-0.1132734278798951,-0.2908147411125399,0.16246823167500934,-0.09211852250038742,-0.09211852250038742,-0.12454288507584682,-0.05351211490348303,-0.10249253230658188,0.13640339906458343,0.05351211490348303,0.03533922573737412,-0.03533922573737417,-0.008774026098492645,0.13640339906458343,-0.07233609948625938,-0.8731738184535603,-0.09211852250038742,-0.026418667567219334,-0.03533922573737417,-0.05351211490348303,1,0.7682926829268293
16,17,Chicago Bulls,1989,82,47,35,East,241.2,42.0,85.0,0.495,2.1,6.5,0.32799999999999996,39.9,78.5,0.509,20.2,25.7,0.7859999999999999,12.4,29.9,27.0,8.8,4.6,16.2,22.6,106.4,-0.07109688711725612,-0.017271050603596603,-0.13406662972679206,0.18987944385177508,-0.008623715510218876,0.0,0.04360073722857993,-0.05259538210822751,-0.15968493752877186,0.18987944385177508,-0.1224093019167679,-0.20767518248434613,0.05259538210822751,-0.8582152043756337,0.04360073722857993,0.12240930191676785,-0.03473381839642305,-0.15968493752877164,-0.05259538210822751,-0.15968493752877153,-0.07109688711725612,1,0.573170731707317
17,18,Los Angeles Clippers,1989,82,21,61,West,242.1,43.0,90.6,0.475,0.7,2.9,0.231,42.3,87.7,0.483,19.6,27.1,0.723,14.1,29.1,26.9,9.9,6.5,20.3,23.6,106.2,0.14474234938335873,0.08206805251072845,0.07312907686458003,0.015654904459808706,-0.25908578206318345,-0.7779073397919373,-0.2069189132784848,0.13273187377575546,0.1721113915190624,-0.05597089259002267,-0.2069189132784848,-0.14474234938335856,-0.2069189132784848,-0.00781674754475755,-0.03148358608868389,0.08206805251072845,0.08206805251072845,0.1721113915190624,0.20691891327848505,-0.03148358608868389,-0.08206805251072849,0,0.25609756097560976
18,19,San Antonio Spurs,1989,82,21,61,West,240.9,42.3,90.4,0.46799999999999997,0.8,3.6,0.215,41.5,86.8,0.479,20.1,28.9,0.698,15.8,26.6,24.8,11.7,5.2,20.9,26.3,105.5,-0.11335975955312316,0.004707265957340051,0.028709255473232668,-0.060771206393134644,-0.12460711451003191,-0.10364593323875101,-0.15602214027684594,0.049421597353241885,0.07318043845259313,-0.07318043845259314,-0.08716422398656869,-0.0047072659573400765,-0.4684578486896934,0.060771206393134644,-0.4684578486896934,-0.028709255473232668,0.4684578486985092,0.009427424693853858,0.15602214027684588,0.4684578486985092,-0.06681727140601605,0,0.25609756097560976
19,20,Sacramento Kings,1989,82,27,55,West,241.2,41.0,89.6,0.457,3.7,10.0,0.373,37.3,79.6,0.46799999999999997,19.8,25.7,0.77,13.9,29.9,24.0,7.6,5.0,16.7,22.9,105.5,-0.0838510809515827,-0.1883310953036594,0.04096477829349499,-0.33710872679239823,0.3371087267923981,0.3371087267923981,0.3371087267923981,-0.33710872679239823,-0.0838510809515827,-0.33710872679239823,-0.22394224646148142,-0.24493039349824178,-0.010170738785767103,-0.06203055888456758,0.05142234906674264,-0.22394224646148142,-0.22394224646148142,-0.10678261258457042,0.020369334312663072,-0.13130510821397776,-0.1443685187977575,0,0.32926829268292684
20,21,Utah Jazz,1989,82,51,31,West,240.6,38.8,80.4,0.48200000000000004,1.4,4.6,0.3,37.4,75.8,0.494,25.7,33.4,0.77,12.8,31.8,25.7,8.8,7.1,18.7,23.1,104.7,-0.4243374630156075,-0.4243374630156075,-0.4243374630156075,0.02600535494634892,-0.05504764114293294,-0.06628814456242109,-0.060524274517674316,-0.1128713436924545,-0.4243374630156075,0.02600535494634892,0.1413276335630293,0.42433746302359293,-0.004263925344968543,-0.10268328924657394,0.11287134369245523,0.021558026619495588,-0.017173851388365653,0.1413276335630293,0.05504764114293294,-0.0351532722256907,-0.078954906563397,1,0.6219512195121951
21,22,Charlotte Hornets,1989,82,20,62,East,241.2,41.8,90.6,0.461,1.6,5.2,0.312,40.1,85.4,0.47,19.3,25.1,0.767,13.9,26.8,28.3,8.6,3.2,16.1,25.2,104.5,-0.04425412725536895,-0.021620001686502858,0.05021825533759297,-0.12926703722325947,-0.04425412725536894,-0.04425412725536895,-0.03273789932635921,-0.010750333836486237,0.056356713262968886,-0.1420926841513177,-0.17791604264446406,-0.5341944831465575,-0.03273789932635921,-0.03273789932635921,-0.17791604264446406,0.5341944831566102,-0.04425412725536884,-0.5341944831465575,-0.05021825533759297,0.09939559708864845,-0.11819011228349033,0,0.24390243902439024
22,23,New Jersey Nets,1989,82,26,56,East,241.5,40.6,88.1,0.461,2.3,6.9,0.32899999999999996,38.4,81.2,0.473,20.2,27.6,0.731,14.7,29.5,21.9,9.4,5.3,17.7,24.0,103.7,0.025903350666184603,-0.18942072156350762,0.0,-0.20717346817028934,0.03464990632920886,0.025903350666184603,0.07092512694098035,-0.15929916096202448,-0.017229326151002096,-0.15929916096202448,-0.12211357809358082,-0.12211357809358082,-0.18942072156350762,0.052468318991001295,0.0,-0.8561418759816217,0.017229326151002075,0.052468318991001295,0.0709251269409805,0.03464990632920886,-0.22772885346177907,0,0.3170731707317073
23,24,Dallas Mavericks,1989,82,38,44,West,241.2,39.6,84.4,0.469,2.6,8.3,0.31,37.0,76.0,0.486,21.8,27.6,0.789,12.8,29.2,22.8,7.1,5.8,15.0,21.2,103.5,-0.060914997036565895,-0.19558798175022443,-0.16268652860229546,-0.060914997036565895,0.10487888522053467,0.16268652860229546,-0.060914997036565895,-0.7353089389843195,-0.24489817973147834,-0.029759537027229336,-0.029759537027229336,-0.1048788852205347,0.10487888522053467,-0.17793371325439905,-0.014797637969737735,-0.24489817973147834,-0.19558798175022443,0.08631004914650564,-0.19558798175022443,-0.16268652860229546,-0.24489817973147834,0,0.4634146341463415
24,25,Miami Heat,1989,82,15,67,West,242.1,39.3,86.8,0.45299999999999996,1.2,3.6,0.326,38.1,83.1,0.45799999999999996,18.0,25.6,0.7020000000000001,16.0,27.0,23.9,9.1,5.0,21.1,25.9,97.8,0.07721486712569375,-0.13821299931494135,-0.05383447946989204,-0.4149857462866513,-0.07721486712569375,-0.09181527233446013,0.008351331679217144,-0.09181527233446013,0.0167953672635188,-0.4149857462866513,-0.4149857462866513,-0.13821299931494135,-0.13821299931494135,0.06482726023222217,-0.11038384040785841,-0.11038384040785841,0.0,-0.043780371099938216,0.4149857462944607,0.13821299931494133,-0.4149857462866513,0,0.18292682926829268
0,1,Golden State Warriors,1990,82,37,45,West,240.3,42.5,87.9,0.484,3.0,9.1,0.324,39.6,78.8,0.503,28.2,34.9,0.809,11.2,29.1,24.1,9.2,6.0,17.3,24.5,116.3,-0.4330708563416928,0.05123723564894024,0.0418468233015242,0.02866148733419103,0.08496568661832189,0.09981720087513178,-0.004016667013536346,0.0040166670135363585,-0.03296133209503324,0.06133030598799835,0.4330708563498426,0.4330708563498426,0.11878288771832106,-0.4330708563416928,-0.012087626411010443,-0.046468156403464564,0.03296133209503324,0.06133030598799835,0.09981720087513125,0.06133030598799826,0.4330708563498426,0,0.45121951219512196
1,2,Phoenix Suns,1990,82,54,28,West,242.1,43.2,87.1,0.496,2.1,6.6,0.324,41.1,80.4,0.511,26.3,33.1,0.795,12.8,32.3,25.7,8.1,6.1,15.5,22.3,114.9,0.1783367071905781,0.2270856057418338,0.03230628827677108,0.2270856057418338,-0.04319382888958544,-0.021495522528497218,-0.010735242638943775,0.2270856057418338,0.03230628827677108,0.2667788659910119,0.39376930116901365,0.2667788659910119,0.2667788659910112,-0.16391593171228924,0.39376930116901365,0.09982682591129985,-0.09982682591129981,0.22708560574183337,-0.010735242638943775,-0.17833670719057798,0.39376930116901365,1,0.6585365853658537
2,3,Denver Nuggets,1990,82,43,39,West,241.5,45.3,97.7,0.46399999999999997,2.8,8.3,0.337,42.5,89.5,0.475,21.2,26.8,0.789,14.3,30.9,27.7,9.9,4.0,13.9,25.0,114.6,-0.02405308039276578,0.5137959668185761,0.5137959668185761,-0.07276237455915836,0.05512989617178973,0.08591602700660778,0.060787939528519686,0.17479441493123463,0.17479441493123463,-0.07276237455915836,-0.014340779591434458,-0.04431318433866009,0.10080342849762099,0.019173765011595758,0.10080342849762099,0.17479441493123463,0.14092421076572248,-0.12883915842725704,-0.5137959668089072,0.10917932144532456,0.14092421076572248,1,0.524390243902439
3,4,Portland Trail Blazers,1990,82,59,23,West,242.4,43.6,92.0,0.473,2.3,6.9,0.336,41.2,85.1,0.484,24.8,33.3,0.743,16.5,31.1,25.4,9.1,4.4,16.5,25.0,114.2,0.3004617378120342,0.3004617378120342,0.3004617378120342,-0.09447926869367533,0.0,0.02034404309804822,0.09447926869367537,0.2524879653506618,0.2149210071089736,-0.08337580700478066,0.2524879653506618,0.37267573389065195,-0.21492100710897344,0.37267573389065195,0.2524879653506612,0.0512830995843394,0.061812821285067515,-0.10585168867846756,0.08337580700478066,0.23277908371000794,0.2524879653506618,1,0.7195121951219512
4,5,Orlando Magic,1990,82,18,64,East,241.5,42.2,91.8,0.45899999999999996,1.4,4.8,0.295,40.7,87.0,0.46799999999999997,25.1,33.2,0.7559999999999999,15.9,30.1,24.3,7.5,3.6,17.2,24.1,110.9,-0.05342374942597888,0.08685606481891354,0.2630272722066155,-0.2630272722066154,-0.16161085410319526,-0.19082613218459643,-0.1350147089879563,0.17582883656244358,0.3130035571770728,-0.24249570600311504,0.3130035571770728,0.3130035571770728,-0.042586413083297664,0.2630272722066155,0.13501470898795642,-0.07552558842365727,-0.19082613218459643,-0.3882318967825599,0.19082613218459643,0.13501470898795642,0.22389220080751504,0,0.21951219512195122
5,6,Los Angeles Lakers,1990,82,63,19,West,242.1,41.9,85.5,0.49,3.8,10.3,0.36700000000000005,38.1,75.2,0.507,23.2,29.5,0.787,13.4,30.0,27.2,8.0,5.4,15.0,21.2,110.7,0.18816023924536665,0.04557312572280807,-0.11800370504597905,0.20420934010656477,0.4154597619449423,0.4154597619449423,0.2814741622252426,-0.11800370504597905,-0.2814741622252428,0.20420934010656477,0.14448369471975295,0.09294754066369466,0.1729451071121998,-0.06890907478235361,0.1053257051926106,0.3349554336735488,-0.14448369471975286,0.0689090747823535,-0.18816023924536657,-0.23959443111115072,0.20420934010656477,1,0.7682926829268293
6,7,Philadelphia 76ers,1990,82,53,29,East,241.5,41.9,85.7,0.489,2.3,6.6,0.348,39.6,79.1,0.501,24.1,30.6,0.7879999999999999,13.5,29.3,23.6,8.4,4.5,14.7,20.7,110.2,-0.0767998819594955,0.0612205532748538,-0.09256884659378627,0.2323254105497712,0.0,-0.030466569321525933,0.23232541054977102,0.015215541450978079,-0.06122055327485372,0.17602608270107914,0.3218586261432909,0.2323254105497712,0.27432414579717723,-0.04578915306667154,0.0,-0.27432414579717723,-0.061220553274854254,-0.12486086426414512,-0.37811766629343097,-0.558106912490733,0.2323254105497712,1,0.6463414634146342
7,8,Boston Celtics,1990,82,52,30,East,240.3,43.5,87.2,0.498,1.3,4.9,0.262,42.2,82.2,0.513,21.8,26.3,0.8320000000000001,13.0,33.0,29.5,6.6,5.5,15.3,20.9,110.0,-0.46236108532632225,0.10656821777554079,0.02608948981342168,0.14001054390846218,-0.07731517968196733,-0.06547830782137158,-0.09071223912917319,0.1268166261465197,0.04467708310504673,0.15729616543806643,0.017254325400048256,-0.06547830782137158,0.46236108533502324,-0.04467708310504673,0.46236108533502324,0.46236108533502324,-0.15729616543806643,0.035190632336701326,-0.01725432540004823,-0.1268166261465197,0.05470260475129514,1,0.6341463414634146
8,9,Chicago Bulls,1990,82,55,27,East,241.8,43.1,86.5,0.498,3.0,8.2,0.374,40.0,78.3,0.511,20.3,26.1,0.778,13.1,27.8,26.5,9.9,4.7,15.2,23.2,109.5,0.07801399683745228,0.231191419469348,-0.012823160775089566,0.41866599185337616,0.2712519250913401,0.16357425402287856,0.3792129298765084,0.07801399683745228,-0.16357425402287845,0.31866520441641377,-0.1335954763772587,-0.2505105592466823,0.16357425402287856,-0.10522865335645688,-0.231191419469348,0.19579625879346585,0.3792129298765084,-0.07801399683745223,-0.0915014510540529,-0.012823160775089566,0.1335954763772587,1,0.6707317073170732
9,10,Indiana Pacers,1990,82,42,40,East,242.4,41.2,83.0,0.49700000000000005,3.6,9.4,0.382,37.6,73.6,0.511,23.2,28.5,0.816,11.5,29.1,24.7,6.7,4.3,16.4,24.0,109.3,0.2654009051160544,-0.06403939849067466,-0.32918826140599966,0.22302518458073264,0.2654009051160544,0.2654009051160544,0.32918826140599966,-0.18984190875864296,-0.32918826140599966,0.22302518458073264,0.11448121003018763,0.01797009992440301,0.32918826140599966,-0.32918826140599966,-0.02700782117533992,-0.036109725652604424,-0.2426412684888485,-0.12552632587627574,0.05459989293910276,0.0934998718569047,0.07364669726330783,1,0.5121951219512195
10,11,Atlanta Hawks,1990,82,41,41,East,240.6,41.7,85.6,0.48700000000000004,1.5,5.0,0.302,40.2,80.6,0.498,23.7,31.0,0.764,15.5,26.7,22.2,8.7,4.3,15.5,22.8,108.5,-0.29798094662517255,0.0,-0.11559782931933285,0.17969277468106698,-0.17969277468106698,-0.17969277468106715,-0.1467599041088147,0.13099241577404633,0.08570145491063073,0.11559782931933285,0.25397289992281463,0.2979809466251693,0.07110234018336878,0.2979809466251724,-0.516702715396548,-0.4165803718408883,0.014086748269901866,-0.19702948445670648,-0.014086748269901821,-0.08570145491063175,0.08570145491063073,0,0.5
11,12,New York Knicks,1990,82,45,37,East,241.8,41.9,86.5,0.484,2.9,8.7,0.332,39.0,77.8,0.501,21.6,28.6,0.7559999999999999,14.5,29.6,26.1,8.7,6.0,17.2,22.3,108.3,0.1220074496955565,0.080689820051374,-0.02005436468618016,0.14310071447574313,0.3615642913376459,0.42421561446671907,0.080689820051374,-0.08068982005137387,-0.3615642913376459,0.23200562846485107,0.04015550112884073,0.080689820051374,-0.08068982005137387,0.14310071447574313,0.080689820051374,0.2558166275055353,0.020054364686180222,0.30620918250215523,0.3615642913376459,-0.33314844230519025,0.080689820051374,1,0.5487804878048781
12,13,Washington Bullets,1990,82,31,51,East,241.8,43.9,92.5,0.475,0.5,2.4,0.188,43.4,90.0,0.48200000000000004,19.5,25.5,0.764,14.6,29.9,27.0,6.8,5.2,14.6,23.5,107.7,0.023971318098134624,0.1445254945304804,0.1445254945304804,-0.019887839895304838,-0.4248225906991175,-0.4248225906991175,-0.4248225906991175,0.4248225907071121,0.4248225907071121,-0.04558312409911088,-0.09027288103338693,-0.09791608290226411,0.019887839895304862,0.04558312409911089,0.023971318098134624,0.09027288103338693,-0.08334743052126693,0.01585346918208031,-0.12864327011086213,0.007889520626415503,0.007889520626415368,0,0.3780487804878049
13,14,Seattle SuperSonics,1990,82,41,41,West,242.7,42.3,88.3,0.479,2.8,7.9,0.355,39.5,80.4,0.491,19.6,26.4,0.741,16.1,27.5,22.9,8.5,4.1,16.3,25.2,106.9,0.8350374498931037,0.0806881001191268,0.0987944812460448,0.0,0.08959885029307411,0.07201918823131548,0.13963344348687273,-0.015507756246661232,0.02330708840254281,0.0,-0.13963344348687273,-0.09879448124604472,-0.19246527364313143,0.22903448291870204,-0.16382891908308353,-0.16382891908308353,-0.015507756246661232,-0.16382891908308353,0.03116180911125375,0.22903448291870204,0.0,0,0.5
14,15,Utah Jazz,1990,82,55,27,West,241.8,40.6,80.4,0.505,2.8,7.7,0.359,37.9,72.7,0.521,22.9,30.3,0.754,11.6,30.5,27.0,8.3,6.0,17.2,24.8,106.8,0.02713895498714647,-0.051606605362078416,-0.4809598337190924,0.4809598337281434,0.05160660536207843,0.02713895498714647,0.0943611926532735,-0.05690304941345873,-0.4809598337190924,0.4809598337281434,0.03660619635665093,0.05690304941345877,-0.03660619635665093,-0.1206051900300886,0.08042522855823002,0.10220179152834158,-0.027138954987146455,0.0681122115191591,0.08042522855823002,0.08042522855823002,-0.008932063905451867,1,0.6707317073170732
15,16,Houston Rockets,1990,82,41,41,West,241.5,42.5,88.4,0.48,1.9,6.0,0.312,40.6,82.4,0.493,19.9,27.6,0.72,14.8,32.2,26.8,9.9,6.7,18.5,23.6,106.7,-0.059864091563508595,0.15129100799026135,0.18109337273482176,0.02374812888972566,-0.09732674087897393,-0.09732674087897393,-0.0846303524062106,0.15129100799026135,0.15129100799026135,0.059864091563508665,-0.1810933727348217,-0.035691800323917354,-0.43503404509388643,0.18109337273482176,0.350736775458153,0.2138306122754798,0.350736775458153,0.43503404509388643,0.350736775458153,0.04772029218413892,-0.04772029218413885,1,0.5
16,17,San Antonio Spurs,1990,82,56,26,West,240.6,41.3,85.3,0.484,0.7,2.8,0.239,40.7,82.6,0.49200000000000005,23.0,30.9,0.745,14.2,30.2,24.8,9.7,6.8,17.1,22.6,106.3,-0.15765293995408972,-0.022428463967141866,-0.09507015310147635,0.053181088996434325,-0.24333071351384486,-0.24333071351384486,-0.2733721839839461,0.12380928372135433,0.11379773920648659,0.01492314896576765,0.077646341526792,0.13436957897802418,-0.11379773920648656,0.01492314896576765,0.1137977392064859,-0.014923148965767607,0.15765293995408938,0.8035584296362915,0.09507015310147642,-0.09507015310147635,-0.04534211491716367,1,0.6829268292682927
17,18,Milwaukee Bucks,1990,82,44,38,East,241.8,41.2,87.1,0.473,2.5,8.2,0.312,38.7,79.0,0.49,21.0,27.7,0.758,13.5,27.4,25.0,10.1,4.0,16.0,25.4,106.0,0.04977086897033074,-0.058375508442353036,0.024619145872524083,-0.07607346186124579,0.041292475844670405,0.1043560526818684,-0.058375508442353036,-0.049770868970330714,-0.049770868970330714,-0.02461914587252406,-0.04977086897033133,0.0,0.0,-0.02461914587252406,-0.20329998176428438,0.0,0.8820453431538864,-0.2211811439671254,0.016380755356402536,0.30007358884902297,-0.06713310085933556,1,0.5365853658536586
18,19,Detroit Pistons,1990,82,59,23,East,241.5,40.6,85.1,0.478,2.2,6.6,0.327,38.5,78.5,0.49,20.9,27.5,0.7609999999999999,14.5,30.0,24.3,6.2,5.1,15.0,23.9,104.3,-0.04424603179422807,-0.10141233883553392,-0.1456230305149807,-0.01755243316092911,-0.01755243316092911,-0.01755243316092911,0.017552433160928856,-0.071934977361031,-0.09132671817228542,-0.026380096827326345,-0.071934977361031,-0.05333086490554541,0.017552433160929158,0.06255097447439582,0.08151482184965966,-0.06255097447439582,-0.9451360204994941,0.017552433160929158,-0.1456230305149807,0.071934977361031,-0.09132671817228542,1,0.7195121951219512
19,20,Los Angeles Clippers,1990,82,30,52,West,241.5,40.5,83.6,0.484,0.7,2.8,0.243,39.8,80.8,0.493,22.1,30.0,0.738,12.9,28.8,24.1,9.5,6.2,18.9,22.7,103.8,-0.05654941599680331,-0.171066230215511,-0.2784162248874913,0.07994436863871413,-0.36578642200381467,-0.36578642200381467,-0.33131647541530046,0.0450780189547691,0.09193775790850081,0.05654941599680338,0.06816044609465803,0.11672171193939916,-0.33131647541530046,-0.14291402281350477,-0.1041814459682923,-0.1296118160988957,0.15670232866377798,0.30290420385292055,0.41094620408108357,-0.1041814459682923,-0.1429140228135046,0,0.36585365853658536
20,21,Cleveland Cavaliers,1990,82,42,40,East,242.4,39.2,85.1,0.461,4.2,10.4,0.40700000000000003,35.0,74.7,0.46799999999999997,20.0,26.8,0.7440000000000001,13.8,29.0,25.7,7.9,6.2,15.2,20.3,102.6,0.11700886570658761,-0.11700886570658761,-0.06572938950032955,-0.07729682739067659,0.42660294462819165,0.42660294462819165,0.42660294462819165,-0.42660294462016357,-0.11700886570658761,-0.09065119819737633,-0.05047200771411223,-0.03679307769147865,-0.0713357684349362,0.0,-0.024071777516025936,0.036793077691478666,-0.06041433808303322,0.1069746901845451,-0.028233428121314765,-0.42660294462016357,-0.06041433808303322,1,0.5121951219512195
21,22,Dallas Mavericks,1990,82,47,35,West,242.1,39.6,83.3,0.475,1.9,5.9,0.32299999999999995,37.7,77.4,0.48700000000000004,21.2,27.6,0.767,12.7,29.5,21.7,8.1,4.9,15.0,21.1,102.2,0.21792240878514338,-0.3259962236916404,-0.3879368735635232,-0.06621344023458083,-0.10764948021602912,-0.13666889323868972,-0.052781636403170414,-0.21792240878514327,-0.27749218309167184,-0.07980873974200067,-0.039477369920583226,-0.039477369920583226,0.10764948021602912,-0.23651006966681998,0.026266920149532334,-0.48117494131307825,-0.1219855558997052,0.0,-0.21792240878514327,-0.3259962236916404,-0.23651006966681998,1,0.573170731707317
22,23,Sacramento Kings,1990,82,23,59,West,240.9,40.3,86.0,0.46799999999999997,2.6,7.9,0.33299999999999996,37.7,78.1,0.48200000000000004,18.5,24.0,0.7709999999999999,11.6,28.8,25.0,6.7,4.8,15.1,22.7,101.7,-0.10943230114311554,-0.1410592883759524,-0.03148001301102315,-0.0998033055121829,0.06420428142744967,0.07275460081508481,0.04759951257063778,-0.12997323939615002,-0.11946326120352374,-0.09051377482381381,-0.23137323242410504,-0.8435643031180299,0.08151203392961988,-0.21153166220439545,-0.07275460081508478,0.0,-0.21153166220439545,-0.015666111254123857,-0.08151203392961988,-0.07275460081508478,-0.16550183225577936,0,0.2804878048780488
23,24,Miami Heat,1990,82,18,64,East,240.6,41.3,89.6,0.461,1.1,3.7,0.293,40.2,85.9,0.46799999999999997,17.0,24.7,0.687,15.1,28.2,23.9,9.0,4.7,19.0,25.9,100.6,-0.09244724158163009,-0.013151988331324877,0.07879394404329394,-0.08537823346923294,-0.09244724158163009,-0.09244724158163009,-0.06673067493019176,0.040639804804894146,0.10860648869652653,-0.10012880767852636,-0.47120440817517706,-0.1292421770918911,-0.47120440817517706,0.07879394404329394,-0.06673067493019176,-0.06673067493019176,0.0175843392677684,-0.026588488947873398,0.4712044081840445,0.4712044081840445,-0.1086064886965268,0,0.21951219512195122
