,RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,playoffs_y_n,W_%
19,20,Minnesota Timberwolves,2010,82,15,67,West,241.2,37.9,84.4,0.449,4.9,14.4,0.341,33.0,70.0,0.47100000000000003,17.5,23.5,0.746,11.7,31.2,19.8,7.3,3.7,16.3,20.7,98.2,-0.053744623578916906,0.015647076540747755,0.16420929484506158,-0.10580337235459802,-0.1311352885209036,-0.17853649179115036,-0.09125666022291898,0.15189276549421243,0.17853649179115036,-0.1642092948450617,-0.09835030332556112,-0.06550866609691845,-0.06550866609691845,0.06550866609691845,0.036981101160219146,-0.09835030332556112,0.020908854910251715,-0.6257138867916208,0.6257138868033958,-0.005202654418393227,-0.0480565042348385,0,0.18292682926829268
20,21,Portland Trail Blazers,2010,82,50,32,West,242.1,36.3,78.7,0.461,6.0,16.9,0.354,30.3,61.8,0.49,19.6,24.8,0.79,11.1,29.1,20.4,6.4,4.3,12.3,20.9,98.1,0.11743287500672935,-0.3318881584223342,-0.28653273426009546,0.011367884363749645,-0.04568618741191889,-0.09280597261698496,0.0572713064711687,-0.1845613384705841,-0.18456133847058512,-0.057271306471168744,0.15650553598678552,0.08080430638391954,0.39010513291369936,0.022757064348046085,-0.39010513291369936,-0.130129676008348,-0.24840617134425602,-0.21489700937891076,-0.478223066421687,0.04568618741191889,-0.130129676008348,1,0.6097560975609756
21,22,Philadelphia 76ers,2010,82,27,55,East,241.5,37.6,81.8,0.46,5.8,16.8,0.34299999999999997,31.9,64.9,0.491,16.7,22.0,0.7559999999999999,11.5,29.5,21.0,8.1,5.4,14.5,20.5,97.7,0.0,-0.061559314062516385,0.015317521627814051,-0.015317521627814051,-0.1753416962116983,-0.1753416962116983,-0.21088153746485436,0.15823354154340125,0.10887880902475539,0.0,-0.4471987822871066,-0.4471987822871066,-0.015317521627814051,0.14148672653941397,-0.38608515126186826,-0.061559314062516385,0.3860851512618682,0.26867551719461313,0.06155931406251629,-0.04606772121508427,-0.2294565942594151,0,0.32926829268292684
22,23,Milwaukee Bucks,2010,82,46,36,East,243.7,37.2,85.3,0.436,7.9,22.1,0.35600000000000004,29.3,63.2,0.46399999999999997,15.4,20.4,0.755,11.8,31.2,21.2,7.1,4.7,13.2,22.2,97.7,0.6021309042727913,-0.046245267943373206,0.2106158136408504,-0.2106158136408505,0.11748824489002944,0.1261928359342536,0.03558729373318661,-0.12619283593425362,-0.015057342573677544,-0.2106158136408505,-0.60213090426146,-0.2106158136408505,-0.015057342573677544,0.10181567264944262,0.03558729373318661,0.015057342573677544,-0.020120805978490794,-0.05171900364989372,-0.13567577490459273,0.0946435077211747,-0.07499842524057927,1,0.5609756097560976
23,24,Chicago Bulls,2010,82,41,41,East,242.7,37.6,83.2,0.451,4.3,13.0,0.33,33.3,70.2,0.474,18.0,23.9,0.754,11.4,33.1,20.8,6.5,5.8,14.3,20.1,97.5,0.2868980051240543,-0.0335993426497745,0.08636455850701759,-0.13573335842763729,-0.3517032517258426,-0.3517032517258426,-0.2868980051240543,0.2868980051240543,0.3517032517258435,-0.1961913355558737,-0.04211947547242755,-0.07722407368875071,-0.04211947547242755,0.0594265298019238,0.3517032517258443,-0.0594265298019238,-0.14664427148521372,0.35170325172584244,-0.008360370247069288,-0.07722407368875071,-0.15804335317877993,1,0.5
24,25,Miami Heat,2010,82,47,35,East,242.4,36.4,79.5,0.45799999999999996,6.0,17.4,0.34600000000000003,30.4,62.1,0.489,17.7,23.5,0.752,10.7,31.1,18.9,7.4,5.6,13.2,20.9,96.5,0.25256417232726186,-0.336756212113998,-0.29194682256338067,-0.04018178696179151,-0.05369406556111818,-0.04018178696179151,-0.12340939281942265,-0.18393783736394728,-0.15293881478970694,-0.12340939281942265,-0.15293881478970694,-0.1682266497772062,-0.09496769090140682,-0.09496769090140682,0.06730982510551026,-0.4584827881026529,0.09496769090140682,0.36206223351939215,-0.36206223351939215,0.05369406556111818,-0.29194682256338067,1,0.573170731707317
25,26,Washington Wizards,2010,82,26,56,East,241.8,36.7,81.7,0.449,5.3,14.9,0.353,31.4,66.8,0.47100000000000003,17.6,23.1,0.762,11.8,30.0,19.0,6.0,5.1,14.9,21.4,96.2,0.05899500940352718,-0.19011610821347355,-0.011710025251043194,-0.23814000744268252,-0.22136479626985506,-0.22136479626985506,0.03521811111447016,-0.03521811111447016,0.2951565520965094,-0.36959883060722887,-0.19011610821347355,-0.22136479626985506,0.03521811111447016,0.23814000744268246,-0.16121590611683476,-0.34187704512907624,-0.40184618446226,0.07104448718039019,0.14744552923697432,0.13404620800217212,-0.29515655209650943,0,0.3170731707317073
26,27,Los Angeles Clippers,2010,82,29,53,West,240.3,36.6,80.5,0.455,5.9,17.8,0.332,30.7,62.7,0.49,16.6,22.8,0.73,11.3,30.5,22.1,6.5,5.7,15.7,19.3,95.7,-0.7708674789217707,-0.13034772062773814,-0.0807054172004927,-0.06621234298684586,-0.05232692199515261,0.019276897476752194,-0.18712896688830086,-0.05920468931136314,-0.04556000565258808,-0.03229136123216339,-0.2199535254495882,-0.1504122550434545,-0.16155615432817289,0.03229136123216337,-0.012831147580268315,0.0882427363504752,-0.11242645094800258,0.2199535254495882,0.2414251493437975,-0.26963718376408163,-0.18712896688830086,0,0.35365853658536583
27,28,Charlotte Bobcats,2010,82,44,38,East,242.4,34.9,76.9,0.45299999999999996,5.6,16.2,0.34600000000000003,29.2,60.7,0.48200000000000004,20.0,26.6,0.7509999999999999,10.5,30.4,20.2,7.7,5.4,15.7,19.5,95.3,0.1746260703810928,-0.388605756293093,-0.388605756293093,-0.12717695244455532,-0.12717695244455532,-0.12717695244455532,-0.08532681859661477,-0.26969349214683597,-0.20185573398918055,-0.12717695244455532,0.2696934921468361,0.21677673424320013,-0.08532681859661477,-0.10574383527708893,-0.05604423028234193,-0.12717695244455532,0.14997519683750396,0.16203093871586696,0.34794608606729194,-0.2328375139514657,-0.3170008116590315,1,0.5365853658536586
28,29,Detroit Pistons,2010,82,27,55,East,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66.0,0.474,17.7,24.4,0.728,12.8,27.3,19.4,7.3,3.8,13.4,22.2,94.0,-0.05117324113955105,-0.16999450992939924,-0.06237443940760964,-0.14462553830291897,-0.15635278997020233,-0.1342440622597423,-0.5957769443884277,-0.024956881761247055,0.10824693601364882,-0.11624845535539348,-0.05670607391163035,-0.004953736232374087,-0.14462553830291897,0.2083932995346515,-0.5957769443884277,-0.12486119158563166,0.019908482058732465,-0.14462553830291897,-0.09364478627032845,0.09364478627032845,-0.20839329953465058,0,0.32926829268292684
29,30,New Jersey Nets,2010,82,12,70,East,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.45399999999999996,19.2,24.6,0.78,10.9,28.8,18.8,7.0,4.8,14.4,20.0,92.4,-0.036619846271696434,-0.4263411820296646,-0.06701271213237407,-0.4263411820296646,-0.11188689645914192,-0.09606577213731156,-0.14912736467482315,-0.07746208893417683,0.0446354839272537,-0.4263411820296646,0.036619846271696434,0.007096481270451709,0.07746208893417683,-0.003544920260285535,-0.14912736467482315,-0.4263411820296646,-0.032744145930259386,-0.02519772489348173,0.0035449202602854213,-0.0446354839272537,-0.4263411820296646,0,0.14634146341463414
0,1,Denver Nuggets,2011,82,50,32,West,240.3,38.4,80.6,0.47600000000000003,8.1,20.8,0.38799999999999996,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,22.1,7.4,4.3,14.1,21.0,107.5,-0.5283299041848695,0.1030881370251747,-0.017654671798945566,0.1507496790349074,0.08304339639796275,0.07132067791286568,0.1507496790349074,-0.026651823642359993,-0.09599245803494982,0.11072583793010361,0.18480139759172817,0.528329904194812,0.0,-0.11904648748011364,0.11072583793010361,0.045379993037228686,0.026651823642359993,-0.08933649509549196,0.0,0.026651823642359993,0.528329904194812,1,0.6097560975609756
1,2,New York Knicks,2011,82,42,40,East,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29.0,58.4,0.496,20.6,25.5,0.809,10.3,30.1,21.4,7.6,5.8,13.7,21.3,106.5,-0.13857940453707443,0.14971909673942152,0.1865178243368011,-0.06968413064903928,0.35907773713493074,0.35907773713493074,0.13857940453707443,-0.2694079231079008,-0.2929136593504536,0.13857940453707443,0.2492009634748262,0.1865178243368011,0.3590777371349275,-0.10747597263231597,-0.05178573673539229,0.008535669815950218,0.11751347364259024,0.2492009634748262,-0.09770894144611647,0.09770894144611651,0.35907773713492863,1,0.5121951219512195
2,3,Houston Rockets,2011,82,43,39,West,242.4,38.7,85.1,0.45399999999999996,8.3,22.5,0.36700000000000005,30.4,62.6,0.486,20.3,25.4,0.8009999999999999,11.7,31.1,23.8,7.1,4.5,13.5,20.0,105.9,0.11766552579281526,0.19584918045809252,0.21173000382452048,-0.07679029743230814,0.1465859623005795,0.19584918045809252,0.09235484961521778,-0.02017520128163878,-0.033796139306270095,-0.02017520128163878,0.16908467432527627,0.12681200609814355,0.19584918045809252,0.10048973234359172,0.04768310281994769,0.8067899187493699,-0.0692978394837417,-0.04069885588572237,-0.11766552579281526,-0.0844662912432993,0.23020336409960276,0,0.524390243902439
3,4,Phoenix Suns,2011,82,40,42,West,244.0,39.3,83.5,0.47,8.5,22.6,0.377,30.7,60.8,0.505,18.0,23.6,0.759,10.0,30.2,23.7,6.6,4.4,14.3,20.3,105.0,0.7686546321827504,0.26886316516422326,0.12081786551674283,0.12081786551674283,0.2193221284092181,0.2193221284092181,0.18659179579445606,0.03219866587813422,-0.12081786551674283,0.1396571478111252,-0.03877510535777642,-0.05903473674738029,-0.03877510535777642,-0.12997354537933,-0.012794314578432251,0.2193221284092181,-0.1610923923698779,-0.07316057929867498,0.052176712701567166,-0.03219866587813424,0.18659179579445606,0,0.4878048780487805
4,5,Oklahoma City Thunder,2011,82,55,27,West,244.0,37.4,80.6,0.46399999999999997,5.9,17.1,0.34700000000000003,31.5,63.5,0.495,24.1,29.3,0.823,11.0,31.8,20.4,8.0,5.9,14.1,22.4,104.8,0.5367332172651605,0.013421958357699952,-0.017935476904056728,0.05108628955042151,-0.02707573229523815,-0.031722143015134145,-0.031722143015134145,0.05619289879049136,0.031722143015134145,0.061440920879199605,0.5367332172651605,0.18774074285208822,0.5367332172651605,0.0,0.07245506379587698,-0.07827935718120149,0.10472779793095245,0.16809750142116178,0.0,0.1531474171491554,0.11248697973509265,1,0.6707317073170732
5,6,San Antonio Spurs,2011,82,61,21,West,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30.0,59.8,0.503,18.5,24.2,0.767,10.1,31.7,22.4,7.3,4.5,13.4,19.0,103.7,-0.08737568746498897,0.12629432453045655,-0.0053818243817267825,0.14584506188479085,0.14584506188479085,0.10173730903910358,0.6472623359488003,-0.07409340933611253,-0.13565134954409216,0.10173730903910358,0.038254663078052094,0.005381824381726748,0.016185933421222418,-0.08737568746498899,0.07409340933611298,0.08737568746498897,0.010773730612126147,-0.03265142005228708,-0.1176013360740199,-0.6472623359366197,0.1176013360740199,1,0.7439024390243902
6,7,Golden State Warriors,2011,82,36,46,West,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.7609999999999999,11.6,28.9,22.5,9.0,5.0,14.6,22.0,103.4,0.007848206734259388,0.471503215247309,0.471503215247309,0.0039204312671164716,0.10624195444003277,0.08566759565114859,0.1649243256057807,0.036212711173840055,0.04936369056639547,-0.027866902857964,-0.4715032152384359,-0.4715032152384359,-0.01179076739989538,0.04049896183249953,-0.09881626646623756,0.07411132342843586,0.16492432560578107,0.027866902857964,0.058728091165036016,0.07972754209445246,0.07411132342843586,0,0.43902439024390244
7,8,Miami Heat,2011,82,58,24,East,241.2,37.0,76.8,0.48100000000000004,6.7,18.0,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,20.0,6.6,5.2,13.9,20.4,102.1,-0.13828884359794727,-0.06054536762772447,-0.35832485495254207,0.3583248549525427,0.07867799023062816,0.008517772984555347,0.1610188740823591,-0.05167715702003349,-0.24867846111438868,0.3583248549525419,0.2922995041069068,0.2922995041069068,0.06054536762772447,-0.23082788287760603,0.3583248549525419,-0.23082788287760603,-0.21469437099959995,0.11726708186903834,-0.0786779902306282,-0.02561735512834854,0.13828884359794727,1,0.7073170731707317
8,9,Los Angeles Lakers,2011,82,57,25,West,241.8,38.1,82.4,0.46299999999999997,6.4,18.1,0.35200000000000004,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,22.0,7.3,5.1,13.1,19.0,101.5,0.014951261292480492,0.07715272812433568,0.060972993918632055,0.06898718716286525,0.053087967754828616,0.02246205409767819,-0.030015564178491248,0.12125574519459373,0.06898718716286525,0.06898718716286525,0.08549445386059604,-0.037626921228339036,0.1518853101636452,0.20239670982706798,0.1518853101636452,0.04531205859396748,0.014951261292480492,0.07715272812433568,-0.18825036978635556,-0.8982393061208997,0.10282324321234486,1,0.6951219512195121
9,10,Minnesota Timberwolves,2011,82,17,65,West,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.45899999999999996,18.5,24.1,0.768,13.2,31.2,20.1,7.2,5.1,17.0,22.3,101.1,-0.08468441492282659,0.03707637507439104,0.21942862420763737,-0.15228408478566152,0.0718112463696537,0.05970890527877413,0.12240431281551632,0.00521605794708685,0.11397907848864251,-0.21942862420763748,0.03707637507439104,-0.026278456368855365,0.026278456368855348,0.6273259050850903,0.04818031156118162,-0.11397907848864251,-0.020962722112299662,0.05388308513072074,0.6273259050850903,0.15228408478566158,0.05970890527877413,0,0.2073170731707317
10,11,Dallas Mavericks,2011,82,57,25,West,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,23.8,6.8,4.3,14.0,19.2,100.2,-0.5264272369934171,0.013164239190225148,-0.08274433336075505,0.1186177670079391,0.07106383173993076,0.11032708249830438,0.03573417963462138,-0.09564676172080354,-0.1841358748693776,0.5264272370033237,-0.08274433336075505,-0.1103270824983044,0.07106383173993076,-0.1502067862965828,0.08901476880880789,0.5264272370033237,-0.07106383173993078,-0.0890147688088079,-0.022051847479648598,-0.1277908170911927,0.04043102331263022,1,0.6951219512195121
11,12,Memphis Grizzlies,2011,82,46,36,West,242.4,39.0,82.9,0.47100000000000003,3.8,11.3,0.33399999999999996,35.3,71.6,0.49200000000000005,18.1,24.2,0.75,11.8,29.2,20.6,9.4,5.4,14.0,20.8,99.9,0.06319180925912618,0.12362981405960387,0.058490089036479766,0.07872341628825057,-0.43328336242347115,-0.43328336242347115,-0.10518003443808732,0.43328336243162496,0.43328336243162496,0.0036026427533635075,-0.0108350127411035,0.003602642753363484,-0.05849008903647977,0.07326486098079782,-0.0681038906436463,-0.04536229051889628,0.43328336243162496,0.0681038906436463,-0.018150084099374162,0.0108350127411035,0.025608023403448074,1,0.5609756097560976
12,13,Indiana Pacers,2011,82,37,45,East,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.47100000000000003,19.4,24.8,0.782,11.1,32.4,19.6,7.1,5.6,15.4,21.7,99.8,-0.18431251454873993,-0.15629453664327408,0.15629453664327408,-0.2861464334277195,0.12995423635993,0.15629453664327425,-0.011352558285200853,-0.2861464334277195,-0.05719409381545524,-0.24807127239804866,0.23087040860909971,0.12995423635993,0.28614643342771945,0.04562459370859943,0.3583162441290933,-0.3895791967132584,-0.11727455307021291,0.24807127239804866,0.33144070981865087,0.15629453664327442,0.057194093815455205,1,0.45121951219512196
13,14,Utah Jazz,2011,82,39,43,West,242.4,37.4,80.4,0.465,5.3,15.3,0.34600000000000003,32.1,65.0,0.493,19.4,25.1,0.7709999999999999,11.0,28.5,23.4,7.7,5.9,14.3,22.7,99.4,0.12078749880498749,0.02071050194419074,-0.07113649174159184,0.10315598679886447,-0.13017665906671932,-0.10315598679886447,-0.06360768555038145,0.15047526985419132,0.11180043177157648,0.027675002364938656,0.1400415562067112,0.0948052644338251,0.0948052644338251,0.0,-0.23631125921321217,0.18661416423196056,0.13017665906671932,0.2593797072838752,0.05621842524301853,0.8281961576273842,0.013785387779741302,0,0.47560975609756095
14,15,Sacramento Kings,2011,82,24,58,West,242.1,38.2,85.1,0.449,5.2,15.6,0.335,33.0,69.5,0.475,17.7,24.2,0.7340000000000001,13.1,30.8,20.4,7.4,4.8,16.1,22.0,99.4,0.10033584420952893,0.13371992362274188,0.30656235225348166,-0.15769108695350947,-0.21224076228445043,-0.1111841202751945,-0.24481648587760318,0.3333097979515835,0.3333097979515835,-0.18361019308179666,-0.13371992362274188,0.009712836158083979,-0.3333097979515835,0.4085986576343311,0.029211529071773254,-0.17036706992214526,0.05892758120711645,0.009712836158084041,0.3333097979515835,0.19752432854657018,0.01944386751121381,0,0.2926829268292683
15,16,Orlando Magic,2011,82,52,30,East,241.8,36.0,78.2,0.461,9.4,25.6,0.366,26.7,52.5,0.507,17.7,25.6,0.6920000000000001,10.5,32.7,20.0,6.7,4.7,14.9,20.0,99.2,0.006618104975973661,-0.06723131295129393,-0.08958994470258426,0.003305955940687217,0.3976013732403628,0.3976013732403628,0.037843714951161164,-0.39760137323288053,-0.39760137323288053,0.09651819053322551,-0.04551422145846746,0.08332813430520059,-0.39760137323288053,-0.013286247277762162,0.3976013732403628,-0.08958994470258426,-0.06249536167500174,-0.0066181049759736505,0.07224034231713802,-0.0416265902812912,-0.003305955940687238,1,0.6341463414634146
16,17,Toronto Raptors,2011,82,22,60,East,241.2,38.3,82.4,0.465,4.2,13.3,0.316,34.1,69.1,0.494,18.2,24.1,0.755,11.7,28.6,21.9,7.1,4.3,14.7,22.0,99.1,-0.10441744072334234,0.11281102672625859,0.052505916053760204,0.09634385096862164,-0.27055952836286995,-0.27055952836286995,-0.7735043758276039,0.2705595283628703,0.1877690766442212,0.05940721006405375,0.006431495358334829,-0.03240181989444518,-0.08854458719359326,0.09634385096862164,-0.18776907664422116,0.019342837722903985,-0.06643883473429146,-0.13079359947281077,0.12158015283369994,0.13079359947281075,-0.019342837722903985,0,0.2682926829268293
17,18,Philadelphia 76ers,2011,82,41,41,East,243.0,38.1,82.6,0.461,5.4,15.2,0.355,32.7,67.4,0.485,17.4,22.6,0.77,10.4,31.4,22.7,7.6,4.3,13.0,19.4,99.0,0.1883918310319471,0.07181413044151046,0.07957864888038794,0.0069518414711003,-0.10413863982365983,-0.13141670815896525,0.006951841471099584,0.20296070840101985,0.17522434967838438,-0.03502331926422265,-0.1752243496783844,-0.1752243496783844,0.07181413044151046,-0.05675395601858074,0.07957864888038794,0.151908681366869,0.09570836936019324,-0.14137557726621494,-0.836085466653919,-0.151908681366869,-0.03502331926422265,1,0.5
18,19,Los Angeles Clippers,2011,82,32,50,West,242.1,36.8,80.4,0.457,6.3,18.5,0.33799999999999997,30.5,61.9,0.493,18.9,26.7,0.7070000000000001,11.6,30.5,22.1,7.1,4.9,16.4,21.1,98.6,0.13012586475703583,-0.14419502733088022,-0.13012586475703583,-0.10283710963144631,0.05062427913893169,0.11635385559220077,-0.275255696969894,0.012596607067706826,-0.17342177996048141,0.05062427913893169,0.18869727278410814,0.36776101764392266,-0.5299128549932669,0.13012586475703583,0.012596607067706907,0.13012586475703583,-0.13012586475703583,0.05062427913893169,0.5299128549932667,0.1163538555922013,-0.10283710963144631,0,0.3902439024390244
19,20,Chicago Bulls,2011,82,62,20,East,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,22.3,7.2,5.7,14.2,20.0,98.6,0.033525646584096826,-0.08437193615119151,-0.23056353876320998,0.1016045424330359,-0.01674713696631409,-0.05036731500441106,0.08437193615119146,0.11904068894250681,0.05036731500441106,-0.01674713696631409,0.016747136966313983,0.15469196948730676,-0.42211926093198743,0.34057683363632135,0.5285831675057544,0.23056353876320998,-0.06730476961007116,0.4221192609319874,0.06730476961007105,-0.21086978211104196,-0.1367215116706188,1,0.7560975609756098
20,21,Washington Wizards,2011,82,23,59,East,243.0,37.2,84.0,0.44299999999999995,4.8,14.4,0.332,32.4,69.6,0.465,18.2,24.4,0.745,12.4,29.0,19.4,8.1,6.1,15.3,22.6,97.3,0.15737530834685315,-0.017465564004208154,0.14637569956967125,-0.1268986847238659,-0.18329353357053718,-0.16954558959347735,-0.19928582290402114,0.14637569956967125,0.24430100832488544,-0.14637569956967128,0.005807301670672358,0.03523278218874796,-0.1180997336408498,0.19928582290402114,-0.1268986847238659,-0.24430100832488555,0.16954558959347743,0.698433724014001,0.14637569956967125,0.2443010083248876,-0.06647695038992037,0,0.2804878048780488
21,22,Detroit Pistons,2011,82,30,52,East,242.4,37.3,81.1,0.46,5.8,15.3,0.376,31.5,65.7,0.479,16.7,22.6,0.737,11.4,27.3,21.1,7.3,4.0,13.0,19.9,97.0,0.09259898889099091,-0.005279182226432891,0.021216411151012964,-0.015877235296950915,-0.048763385498783146,-0.07908219120464836,0.12388563915692286,0.06647225779854596,0.09979697506814933,-0.07268029982381533,-0.18116265245320867,-0.13306420698830643,-0.15412701352715102,0.03752507013895417,-0.22208413032192995,-0.021216411151012998,0.010568254020519197,-0.6349177485831808,-0.6349177485831808,-0.09979697506814933,-0.07268029982381533,0,0.36585365853658536
22,23,Boston Celtics,2011,82,56,26,East,241.2,36.9,75.8,0.486,5.0,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31.0,23.4,8.2,4.2,14.6,20.5,96.5,-0.0717537297433595,-0.04082353356119159,-0.5315378690950096,0.5315378691050124,-0.11139815384467155,-0.15166501560156453,0.036081092242350024,0.08354762737098431,-0.04082353356119159,0.15166501560156453,-0.04082353356119159,-0.055648975545285646,0.045655535693687695,-0.5315378690950096,0.022265930018904288,0.11976932552408323,0.15166501560156453,-0.15166501560156453,0.06620570851907104,0.0,-0.0717537297433595,1,0.6829268292682927
23,24,Portland Trail Blazers,2011,82,48,34,West,241.5,36.0,80.5,0.447,6.3,18.3,0.345,29.7,62.1,0.47700000000000004,18.0,22.4,0.804,12.1,27.2,21.2,8.0,4.4,13.0,19.3,96.3,-0.032182666206792776,-0.10787579267834341,-0.03770546734943723,-0.1002767368873885,0.0213184064670492,0.03770546734943723,-0.06072201432697463,-0.1002767368873885,-0.06072201432697463,-0.08612129517710891,-0.032182666206792776,-0.1820335698698918,0.1820335698698918,0.14375126524454146,-0.637970038433845,-0.005304561252874513,0.12448120429884169,-0.06072201432697463,-0.637970038433845,-0.13370389697867668,-0.1002767368873885,1,0.5853658536585366
24,25,Cleveland Cavaliers,2011,82,19,63,East,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29.0,62.9,0.461,18.9,25.3,0.745,10.4,29.9,21.0,6.6,4.2,14.2,20.1,95.5,-0.2942014984030175,-0.3458078021930273,0.04049841626408293,-0.42391974266557075,-0.010077035075266237,0.05076801853796542,-0.17675526605551733,-0.31805741661185866,-0.010077035075266237,-0.3458078021930273,0.1509540645534076,0.16360397606056515,-0.204930831179061,-0.08226764201066178,-0.1153531534548985,-0.08226764201066178,-0.25399628646455774,-0.3458078021930273,0.04049841626408293,-0.07162879244794976,-0.2201990820324455,0,0.23170731707317074
25,26,Atlanta Hawks,2011,82,44,38,East,240.6,36.2,78.4,0.462,6.1,17.4,0.35200000000000004,30.1,61.0,0.494,16.4,21.1,0.779,9.3,30.0,22.0,6.1,4.2,13.6,19.0,95.0,-0.21063294476974354,-0.09965185005987788,-0.13412416027038826,0.03723889916856303,-0.018460034560725227,-0.006137963224052785,-0.02466775076246871,-0.07026207693000196,-0.09965185005987788,0.05669587713286423,-0.25821124676024293,-0.25821124676024293,0.12482420631233272,-0.25821124676024293,-0.05669587713286423,0.03723889916856303,-0.25821124676024293,-0.21063294476974354,-0.08450343032260538,-0.738201794131892,-0.15471017553486507,1,0.5365853658536586
26,27,New Orleans Hornets,2011,82,46,36,West,241.8,35.9,78.2,0.45899999999999996,5.4,15.0,0.36,30.5,63.2,0.48200000000000004,17.7,23.1,0.765,10.0,30.1,20.6,7.6,4.4,13.0,21.0,94.9,0.014579655775942833,-0.1835715086164256,-0.19736624902315994,-0.03669172444291392,-0.10909949018375534,-0.15914515226697434,0.02190377188642003,0.007283006208066641,0.036691724442913895,-0.06727254792149034,-0.10026762709016407,-0.09170319292769229,0.0,-0.1481102828911147,-0.044185851874025774,-0.09170319292769229,0.10026762709016407,-0.08336953542953694,-0.8759140537695573,0.044185851874025774,-0.2126291437201422,1,0.5609756097560976
27,28,New Jersey Nets,2011,82,24,58,East,244.0,35.6,81.0,0.44,5.6,16.3,0.34299999999999997,30.0,64.6,0.46399999999999997,17.4,22.9,0.759,11.1,29.8,21.0,5.6,4.7,14.0,22.0,94.2,0.6385533033670867,-0.1550095486283607,0.005309410954764725,-0.1821999942932881,-0.06077752950601029,-0.049042605853292336,-0.07309646902279651,-0.07309646902279651,0.06685287959495506,-0.1550095486283607,-0.1338261359369986,-0.09312921299747712,-0.032212089250414064,0.021337896847348513,-0.07953501779241832,-0.04334536065932371,-0.63855330335507,-0.010628768105092454,-0.026748768041779482,0.1079744182593708,-0.1821999942932881,0,0.2926829268292683
28,29,Charlotte Bobcats,2011,82,34,48,East,241.5,35.0,77.6,0.451,4.8,14.7,0.327,30.2,63.0,0.48,18.4,24.4,0.7559999999999999,10.3,29.8,21.1,6.4,5.3,14.5,20.0,93.3,-0.05815097947118798,-0.4032137696019908,-0.32891713559571023,-0.13195763977048863,-0.3025221922799445,-0.24159006958795085,-0.4032137696019908,-0.08853432461390896,0.009584831490886774,-0.10971883391786194,0.04828830099112843,0.05815097947118798,-0.10971883391786194,-0.12068637953578443,-0.1435808509945699,-0.03852030807075149,-0.32891713559571023,0.1556128891154188,0.10971883391786197,-0.12068637953578443,-0.4032137696019908,0,0.4146341463414634
29,30,Milwaukee Bucks,2011,82,35,47,East,241.8,34.3,79.8,0.43,5.9,17.2,0.342,28.4,62.6,0.45399999999999996,17.4,22.9,0.757,10.5,30.2,18.8,7.5,4.9,13.5,20.5,91.9,0.00725143483420249,-0.4356504555994111,-0.05880962932495052,-0.4356504555994111,-0.021976569980953587,-0.018249240780521717,-0.06353703576317639,-0.15238360050896005,-0.018249240780521717,-0.4356504555994111,-0.09130234983631967,-0.06353703576317639,-0.033459123101409784,-0.014557695394007902,-0.007251434834202478,-0.4356504555994111,0.033459123101409784,0.014557695394007879,-0.06353703576317639,0.0,-0.4356504555994111,0,0.4268292682926829
0,1,Denver Nuggets,2012,66,38,28,West,243.0,39.0,81.9,0.47600000000000003,6.6,19.9,0.332,32.4,62.0,0.522,19.6,26.7,0.735,11.2,31.9,24.0,8.2,5.0,15.4,19.7,104.1,0.07909633348257783,0.16361860800938702,0.0038893929344016253,0.16361860800938652,0.0,0.019594729116283897,-0.06822152327344613,0.13347005468024342,-0.0156310117902233,0.46777029081276295,0.13347005468024342,0.46777029081276295,-0.08498935921348771,-0.007786071924276544,0.07352457881852383,0.46777029081276295,0.0535465972721206,-0.0038893929344016253,0.09127169871087046,0.011697419057178284,0.46777029081276295,1,0.5757575757575758
